"uBenchMark","yBenchMark","fs",
-0.0078969,-0.72548,,
-0.059055,-0.71072,,
-0.077252,-0.68703,,
-0.12978,-0.65235,,
-0.20944,-0.6084,,
-0.23244,-0.55621,,
-0.11571,-0.4975,,
0.1545,-0.43398,,
0.51295,-0.37012,,
0.84496,-0.30626,,
1.0105,-0.24549,,
0.88479,-0.18815,,
0.44428,-0.13425,,
-0.15313,-0.084462,,
-0.60359,-0.037768,,
-0.6496,0.0058368,,
-0.286,0.048068,,
0.23828,0.087552,,
0.61081,0.12189,,
0.67398,0.15141,,
0.45424,0.17476,,
0.066952,0.19193,,
-0.35193,0.20223,,
-0.62111,0.20566,,
-0.5442,0.20223,,
-0.060772,0.19364,,
0.61012,0.18128,,
1.04,0.16618,,
0.90745,0.14935,,
0.26815,0.13322,,
-0.47106,0.1188,,
-0.87964,0.10541,,
-0.82745,0.094762,,
-0.53081,0.085149,,
-0.3121,0.076565,,
-0.32411,0.069355,,
-0.48514,0.061458,,
-0.60875,0.051845,,
-0.56754,0.039141,,
-0.36017,0.021287,,
-0.058711,-0.0027467,,
0.25613,-0.032961,,
0.53527,-0.067982,,
0.7375,-0.10541,,
0.80205,-0.14317,,
0.66231,-0.17751,,
0.31072,-0.20498,,
-0.15588,-0.22317,,
-0.55656,-0.23004,,
-0.72994,-0.22523,,
-0.6472,-0.20875,,
-0.44497,-0.183,,
-0.31999,-0.15176,,
-0.36188,-0.11811,,
-0.4666,-0.085835,,
-0.42746,-0.058368,,
-0.12669,-0.039141,,
0.34266,-0.029527,,
0.72754,-0.029527,,
0.79003,-0.038798,,
0.46797,-0.053218,,
-0.064892,-0.071072,,
-0.48102,-0.087209,,
-0.4975,-0.10026,,
-0.079312,-0.10815,,
0.51124,-0.10987,,
0.90333,-0.10541,,
0.89097,-0.095792,,
0.55038,-0.079999,,
0.13322,-0.060428,,
-0.15176,-0.037424,,
-0.26094,-0.012704,,
-0.29459,0.013734,,
-0.37115,0.041201,,
-0.49785,0.067982,,
-0.54969,0.093732,,
-0.39931,0.11605,,
-0.085492,0.1339,,
0.18643,0.1442,,
0.22798,0.14592,,
0.068325,0.13905,,
-0.055965,0.1236,,
0.089269,0.10129,,
0.52154,0.073132,,
0.9926,0.042918,,
1.1619,0.01339,,
0.84599,-0.012017,,
0.17201,-0.029527,,
-0.4951,-0.038798,,
-0.81544,-0.038798,,
-0.72102,-0.028497,,
-0.43536,-0.010644,,
-0.23622,0.012017,,
-0.19227,0.036394,,
-0.14283,0.059055,,
0.10918,0.077252,,
0.58643,0.088926,,
1.1354,0.092359,,
1.5677,0.088239,,
1.7452,0.077939,,
1.5646,0.064892,,
0.97097,0.050471,,
0.080342,0.039141,,
-0.75638,0.033647,,
-1.1152,0.036051,,
-0.83707,0.048068,,
-0.19845,0.067982,,
0.27158,0.089269,,
0.20978,0.10987,,
-0.31175,0.12738,,
-0.88994,0.14008,,
-1.1293,0.1442,,
-0.92531,0.13802,,
-0.46694,0.12086,,
-0.056651,0.092702,,
0.098196,0.054591,,
-0.0048068,0.0103,,
-0.20807,-0.037424,,
-0.31725,-0.086865,,
-0.24755,-0.13528,,
-0.059741,-0.18163,,
0.12223,-0.22386,,
0.23622,-0.26025,,
0.32514,-0.28909,,
0.47313,-0.30969,,
0.71827,-0.32137,,
1.0029,-0.32205,,
1.1883,-0.31278,,
1.1128,-0.29321,,
0.7193,-0.26231,,
0.15828,-0.22283,,
-0.26094,-0.17442,,
-0.3018,-0.11742,,
-0.022317,-0.055278,,
0.25785,0.010987,,
0.21356,0.074849,,
-0.21871,0.13562,,
-0.78831,0.19055,,
-1.1282,0.23691,,
-1.0132,0.2709,,
-0.49956,0.29081,,
0.13081,0.29562,,
0.56377,0.28394,,
0.63003,0.25854,,
0.37047,0.22043,,
-0.036394,0.17442,,
-0.3969,0.12257,,
-0.60531,0.069012,,
-0.6599,0.01751,,
-0.61767,-0.030557,,
-0.52325,-0.072102,,
-0.39141,-0.10712,,
-0.23073,-0.13562,,
-0.073475,-0.15897,,
0.043261,-0.17854,,
0.11227,-0.19605,,
0.16583,-0.21219,,
0.23588,-0.22798,,
0.3066,-0.24103,,
0.30523,-0.25098,,
0.15553,-0.25716,,
-0.12807,-0.25613,,
-0.38866,-0.24824,,
-0.40789,-0.23244,,
-0.1109,-0.21081,,
0.28841,-0.18369,,
0.39931,-0.15382,,
-0.0096136,-0.12326,,
-0.72891,-0.093046,,
-1.1859,-0.065235,,
-0.90642,-0.041201,,
0.037424,-0.023691,,
1.0084,-0.013047,,
1.3023,-0.0096136,,
0.73166,-0.011674,,
-0.23073,-0.01648,,
-0.87552,-0.024034,,
-0.86591,-0.031587,,
-0.46317,-0.039141,,
-0.20635,-0.045321,,
-0.38145,-0.049785,,
-0.79243,-0.052875,,
-1.0218,-0.054591,,
-0.85595,-0.057681,,
-0.47072,-0.064548,,
-0.20875,-0.076565,,
-0.23073,-0.095792,,
-0.366,-0.12154,,
-0.30386,-0.15382,,
0.083089,-0.1909,,
0.58883,-0.23004,,
0.84428,-0.26884,,
0.65441,-0.3042,,
0.18575,-0.33235,,
-0.18094,-0.35055,,
-0.18472,-0.35742,,
0.10163,-0.35193,,
0.35364,-0.33476,,
0.27467,-0.30626,,
-0.1648,-0.26849,,
-0.68737,-0.22352,,
-0.90368,-0.17442,,
-0.61733,-0.12429,,
-0.0058368,-0.077939,,
0.49441,-0.037424,,
0.55038,-0.0048068,,
0.22283,0.018884,,
-0.079999,0.034678,,
0.044978,0.041544,,
0.63553,0.042574,,
1.3088,0.038454,,
1.543,0.032274,,
1.0709,0.027467,,
0.10232,0.026094,,
-0.80136,0.030214,,
-1.1114,0.041201,,
-0.69012,0.058368,,
0.14798,0.081029,,
0.88136,0.10506,,
1.1351,0.12738,,
0.86762,0.14867,,
0.32858,0.16618,,
-0.14695,0.17957,,
-0.34231,0.18918,,
-0.24961,0.19296,,
-0.018884,0.19364,,
0.16034,0.19296,,
0.1545,0.1909,,
-0.056651,0.18815,,
-0.38214,0.1854,,
-0.65819,0.18128,,
-0.73441,0.17613,,
-0.5696,0.16618,,
-0.26987,0.15176,,
-0.036738,0.13081,,
-0.043261,0.10472,,
-0.28944,0.073818,,
-0.57201,0.038111,,
-0.606,0,,
-0.2448,-0.040171,,
0.37974,-0.080685,,
0.94385,-0.12086,,
1.1801,-0.15794,,
1.053,-0.18987,,
0.732,-0.21459,,
0.42403,-0.22901,,
0.24034,-0.23347,,
0.17339,-0.22695,,
0.14043,-0.20841,,
0.043948,-0.17785,,
-0.17167,-0.13734,,
-0.46317,-0.088926,,
-0.6963,-0.036394,,
-0.73338,0.016137,,
-0.5387,0.065235,,
-0.21081,0.10712,,
0.083089,0.13802,,
0.20566,0.15622,,
0.13356,0.16103,,
-0.035364,0.15347,,
-0.16789,0.13528,,
-0.20738,0.10815,,
-0.21184,0.075535,,
-0.25751,0.040514,,
-0.32377,0.0054935,,
-0.28841,-0.027811,,
-0.067638,-0.058025,,
0.26472,-0.084119,,
0.50265,-0.10712,,
0.44394,-0.12566,,
0.028841,-0.14008,,
-0.60359,-0.15038,,
-1.1516,-0.15588,,
-1.316,-0.15759,,
-1.0101,-0.15588,,
-0.44497,-0.15279,,
0.027467,-0.1497,,
0.19502,-0.14832,,
0.1442,-0.15004,,
0.15141,-0.15588,,
0.42128,-0.16686,,
0.8999,-0.18197,,
1.3074,-0.19914,,
1.338,-0.21459,,
0.86282,-0.22626,,
0.023691,-0.23141,,
-0.81612,-0.22558,,
-1.2347,-0.20875,,
-0.98333,-0.17922,,
-0.16103,-0.14111,,
0.78591,-0.1006,,
1.302,-0.059741,,
1.0795,-0.019914,,
0.26231,0.01442,,
-0.65956,0.043604,,
-1.1955,0.066608,,
-1.1619,0.082745,,
-0.73441,0.092016,,
-0.23656,0.095792,,
0.10335,0.094762,,
0.23622,0.088926,,
0.19502,0.078969,,
-0.0085835,0.063518,,
-0.35776,0.042918,,
-0.74677,0.01751,,
-0.99294,-0.01236,,
-0.96616,-0.045321,,
-0.70213,-0.080342,,
-0.36772,-0.11536,,
-0.11433,-0.15004,,
0.026437,-0.18369,,
0.11433,-0.21562,,
0.19193,-0.24549,,
0.24652,-0.27433,,
0.25373,-0.30042,,
0.23485,-0.32205,,
0.22489,-0.33819,,
0.19673,-0.34746,,
0.058368,-0.34678,,
-0.22901,-0.33647,,
-0.54523,-0.31587,,
-0.64926,-0.28635,,
-0.38901,-0.2503,,
0.11639,-0.21047,,
0.50952,-0.17098,,
0.46626,-0.13253,,
-0.023004,-0.098882,,
-0.61287,-0.070385,,
-0.85458,-0.047038,,
-0.54557,-0.029871,,
0.12875,-0.019914,,
0.72926,-0.014764,,
0.88308,-0.01442,,
0.52566,-0.016824,,
-0.087209,-0.020257,,
-0.57647,-0.024377,,
-0.68428,-0.027467,,
-0.40961,-0.029871,,
0.036738,-0.031587,,
0.38489,-0.031931,,
0.4666,-0.031244,,
0.30351,-0.029527,,
0.073818,-0.026781,,
-0.021974,-0.023691,,
0.094076,-0.019914,,
0.32961,-0.016824,,
0.5078,-0.01339,,
0.50265,-0.0085835,,
0.30969,-0.0017167,,
0.021287,0.0078969,,
-0.24686,0.020944,,
-0.43192,0.036738,,
-0.55072,0.054591,,
-0.67673,0.073132,,
-0.86968,0.089956,,
-1.1128,0.10369,,
-1.2941,0.11159,,
-1.2594,0.11124,,
-0.91672,0.10026,,
-0.34746,0.077252,,
0.17922,0.040514,,
0.35605,-0.0085835,,
0.083432,-0.067295,,
-0.38386,-0.13322,,
-0.58368,-0.20257,,
-0.23691,-0.27021,,
0.45012,-0.33338,,
0.90436,-0.38763,,
0.66883,-0.42986,,
-0.17716,-0.45699,,
-1.0589,-0.46832,,
-1.3655,-0.4642,,
-0.92531,-0.446,,
-0.10129,-0.41888,,
0.52463,-0.38523,,
0.59638,-0.34849,,
0.20944,-0.31107,,
-0.25133,-0.27467,,
-0.47622,-0.24137,,
-0.48755,-0.21287,,
-0.54729,-0.18849,,
-0.86488,-0.16927,,
-1.3559,-0.15347,,
-1.6889,-0.1418,,
-1.5653,-0.13562,,
-0.97852,-0.13562,,
-0.24,-0.14489,,
0.24755,-0.16446,,
0.2654,-0.19467,,
-0.093732,-0.23519,,
-0.51055,-0.28394,,
-0.65647,-0.33716,,
-0.39862,-0.3921,,
0.12498,-0.4436,,
0.5981,-0.48926,,
0.74814,-0.5236,,
0.54729,-0.54591,,
0.2345,-0.55278,,
0.1339,-0.54454,,
0.41579,-0.52188,,
0.98058,-0.48652,,
1.5296,-0.43913,,
1.7473,-0.38214,,
1.4801,-0.31622,,
0.83466,-0.24206,,
0.12772,-0.16274,,
-0.31725,-0.080342,,
-0.3945,0.0041201,,
-0.27982,0.088239,,
-0.26163,0.16927,,
-0.48411,0.2424,,
-0.8429,0.3042,,
-1.098,0.35227,,
-1.0716,0.38454,,
-0.74952,0.39862,,
-0.2551,0.39175,,
0.23107,0.36394,,
0.53802,0.31759,,
0.58196,0.2551,,
0.4254,0.18128,,
0.22729,0.10094,,
0.087552,0.020944,,
-0.060428,-0.054935,,
-0.35811,-0.11983,,
-0.79861,-0.17201,,
-1.1347,-0.20978,,
-1.0534,-0.23279,,
-0.44325,-0.24343,,
0.47484,-0.24618,,
1.282,-0.24343,,
1.6233,-0.23725,,
1.3802,-0.23107,,
0.68153,-0.22317,,
-0.19776,-0.21322,,
-0.96651,-0.20292,,
-1.4359,-0.18952,,
-1.5574,-0.1703,,
-1.3679,-0.1442,,
-0.9435,-0.11708,,
-0.41647,-0.092702,,
0.025751,-0.073132,,
0.24549,-0.063175,,
0.28326,-0.064205,,
0.30901,-0.078969,,
0.40137,-0.10575,,
0.4127,-0.14249,,
0.11468,-0.18369,,
-0.50746,-0.22489,,
-1.1334,-0.2606,,
-1.3208,-0.28566,,
-0.87793,-0.30008,,
-0.060428,-0.30489,,
0.59364,-0.30214,,
0.68188,-0.29493,,
0.25098,-0.28463,,
-0.27296,-0.27399,,
-0.45905,-0.26506,,
-0.20635,-0.25751,,
0.25339,-0.25167,,
0.60875,-0.24549,,
0.72994,-0.23725,,
0.70522,-0.22455,,
0.69355,-0.20669,,
0.75123,-0.183,,
0.78145,-0.15244,,
0.62248,-0.11639,,
0.19364,-0.075879,,
-0.40137,-0.031244,,
-0.9126,0.01648,,
-1.0942,0.066608,,
-0.86453,0.11536,,
-0.37081,0.15931,,
0.077252,0.19467,,
0.17133,0.22077,,
-0.22043,0.23347,,
-0.93595,0.23313,,
-1.5907,0.21768,,
-1.8122,0.18849,,
-1.4966,0.14592,,
-0.87621,0.091329,,
-0.32789,0.026781,,
-0.098539,-0.046008,,
-0.15313,-0.12429,,
-0.27158,-0.20601,,
-0.25407,-0.28772,,
-0.060085,-0.36875,,
0.20566,-0.44463,,
0.40411,-0.51261,,
0.45355,-0.56892,,
0.36017,-0.61081,,
0.19982,-0.63381,,
0.061802,-0.63862,,
0.0041201,-0.62454,,
0.01854,-0.59226,,
0.027811,-0.54454,,
-0.064205,-0.48411,,
-0.30866,-0.4151,,
-0.66265,-0.3406,,
-1.0015,-0.26609,,
-1.1859,-0.19433,,
-1.1378,-0.12978,,
-0.89475,-0.076565,,
-0.60428,-0.036394,,
-0.44325,-0.012704,,
-0.50231,-0.0058368,,
-0.70351,-0.016137,,
-0.83295,-0.041888,,
-0.70557,-0.081715,,
-0.33132,-0.13356,,
0.087209,-0.19296,,
0.34575,-0.25648,,
0.42746,-0.32034,,
0.47931,-0.37939,,
0.62042,-0.43089,,
0.79793,-0.47141,,
0.83295,-0.4975,,
0.61012,-0.5078,,
0.19811,-0.50128,,
-0.20944,-0.47759,,
-0.46729,-0.43707,,
-0.58231,-0.3818,,
-0.65647,-0.31587,,
-0.7502,-0.24377,,
-0.81441,-0.16995,,
-0.74059,-0.10026,,
-0.48514,-0.039141,,
-0.13253,0.0092702,,
0.12772,0.041201,,
0.11056,0.056651,,
-0.24755,0.055621,,
-0.82505,0.039828,,
-1.3449,0.013047,,
-1.5124,-0.022661,,
-1.1849,-0.064205,,
-0.46935,-0.10987,,
0.33991,-0.15897,,
0.94007,-0.20875,,
1.1814,-0.25854,,
1.0863,-0.30626,,
0.76222,-0.34987,,
0.32377,-0.38592,,
-0.1212,-0.41338,,
-0.45939,-0.43021,,
-0.5902,-0.4333,,
-0.45424,-0.41956,,
-0.073818,-0.39038,,
0.42506,-0.35124,,
0.83741,-0.30317,,
0.97509,-0.25133,,
0.78763,-0.19708,,
0.40995,-0.1442,,
0.084805,-0.093732,,
-0.0089269,-0.048411,,
0.1236,-0.0075535,,
0.30111,0.030214,,
0.32549,0.066608,,
0.12772,0.10197,,
-0.20257,0.13528,,
-0.51398,0.16618,,
-0.72033,0.19296,,
-0.83981,0.21493,,
-0.92359,0.22832,,
-0.95861,0.23313,,
-0.84084,0.22661,,
-0.47484,0.20807,,
0.11056,0.17785,,
0.7399,0.13528,,
1.2038,0.082745,,
1.385,0.024377,,
1.2762,-0.036738,,
0.92222,-0.094419,,
0.37871,-0.14626,,
-0.24068,-0.18884,,
-0.73475,-0.21768,,
-0.87793,-0.2297,,
-0.58471,-0.22352,,
-0.027124,-0.20566,,
0.4436,-0.17854,,
0.5442,-0.14592,,
0.27467,-0.1109,,
-0.10644,-0.077252,,
-0.31999,-0.047725,,
-0.29287,-0.024034,,
-0.16618,-0.0068668,,
-0.12395,0.0044634,,
-0.21734,0.01133,,
-0.33544,0.015107,,
-0.3145,0.01648,,
-0.087552,0.016137,,
0.24583,0.01339,,
0.48617,0.0078969,,
0.47965,-0.00034334,,
0.2448,-0.010644,,
-0.029871,-0.021287,,
-0.12875,-0.033304,,
0.011674,-0.042231,,
0.24858,-0.049785,,
0.37115,-0.052531,,
0.31175,-0.051158,,
0.23244,-0.044291,,
0.37081,-0.032961,,
0.77321,-0.01751,,
1.1732,0.00068668,,
1.177,0.021631,,
0.62626,0.044978,,
-0.21974,0.070728,,
-0.85629,0.098539,,
-0.93561,0.12875,,
-0.51776,0.16034,,
0.014764,0.19055,,
0.26609,0.21631,,
0.10163,0.23691,,
-0.29115,0.2503,,
-0.5648,0.25407,,
-0.48583,0.24858,,
-0.11948,0.2321,,
0.23347,0.20532,,
0.30145,0.1703,,
0.085492,0.13047,,
-0.15794,0.087552,,
-0.18163,0.045664,,
0.0103,0.0058368,,
0.17133,-0.030214,,
0.070042,-0.061115,,
-0.27982,-0.085492,,
-0.62488,-0.10369,,
-0.69733,-0.11605,,
-0.4436,-0.1236,,
-0.050128,-0.12772,,
0.22111,-0.13013,,
0.24412,-0.1315,,
0.085149,-0.13253,,
-0.080342,-0.1339,,
-0.11742,-0.13528,,
0.0054935,-0.13734,,
0.22832,-0.13871,,
0.45424,-0.13905,,
0.60668,-0.13699,,
0.67638,-0.13219,,
0.71381,-0.12223,,
0.75295,-0.10815,,
0.7375,-0.088582,,
0.55415,-0.063175,,
0.18163,-0.033647,,
-0.2218,0.0017167,,
-0.39587,0.040514,,
-0.19364,0.083089,,
0.26334,0.12601,,
0.67947,0.16652,,
0.8429,0.2036,,
0.81097,0.23588,,
0.79381,0.26231,,
0.88445,0.28291,,
0.9514,0.29733,,
0.8302,0.3066,,
0.55999,0.31107,,
0.37768,0.31484,,
0.44978,0.31828,,
0.66402,0.32377,,
0.71827,0.33098,,
0.42197,0.34025,,
-0.094076,0.35158,,
-0.46179,0.36326,,
-0.36806,0.37527,,
0.17167,0.38523,,
0.8072,0.3921,,
1.0918,0.39484,,
0.81132,0.39278,,
0.12978,0.38695,,
-0.51021,0.37802,,
-0.70042,0.366,,
-0.36463,0.35158,,
0.18025,0.33579,,
0.48274,0.31793,,
0.34849,0.29939,,
0.011674,0.27982,,
-0.082059,0.25991,,
0.30695,0.23862,,
0.98264,0.21562,,
1.4716,0.19227,,
1.4225,0.16995,,
0.87999,0.15107,,
0.23382,0.13562,,
-0.10232,0.12601,,
0.01648,0.1236,,
0.40995,0.1291,,
0.7581,0.14249,,
0.8587,0.16171,,
0.71964,0.18506,,
0.47656,0.2115,,
0.23931,0.24,,
0.038111,0.26884,,
-0.11021,0.2963,,
-0.14798,0.32102,,
-0.026437,0.343,,
0.18849,0.36085,,
0.30214,0.37356,,
0.12807,0.38077,,
-0.34918,0.38248,,
-0.94144,0.37802,,
-1.3885,0.36703,,
-1.5354,0.34849,,
-1.4094,0.32137,,
-1.155,0.28463,,
-0.89029,0.23759,,
-0.6187,0.17957,,
-0.27467,0.11124,,
0.1497,0.032961,,
0.54179,-0.053905,,
0.75879,-0.14558,,
0.77218,-0.23794,,
0.6987,-0.32514,,
0.68085,-0.4024,,
0.73372,-0.46488,,
0.70522,-0.50849,,
0.39587,-0.52875,,
-0.25201,-0.52531,,
-1.0338,-0.49853,,
-1.5406,-0.45115,,
-1.405,-0.38866,,
-0.58402,-0.31793,,
0.54385,-0.24583,,
1.385,-0.17785,,
1.522,-0.1188,,
0.98985,-0.070385,,
0.22386,-0.034334,,
-0.27296,-0.0075535,,
-0.28326,0.0075535,,
0.037768,0.015794,,
0.38042,0.021287,,
0.58368,0.028841,,
0.73372,0.037768,,
0.9744,0.049098,,
1.2542,0.063175,,
1.3033,0.081372,,
0.88376,0.10197,,
0.069355,0.12463,,
-0.73509,0.14764,,
-1.0723,0.17236,,
-0.80102,0.19811,,
-0.23073,0.22489,,
0.10026,0.24721,,
-0.14935,0.26437,,
-0.84084,0.27502,,
-1.4592,0.27605,,
-1.5238,0.26678,,
-0.9593,0.24309,,
-0.11639,0.20498,,
0.5181,0.15279,,
0.6654,0.089612,,
0.38145,0.018197,,
-0.054935,-0.057338,,
-0.34712,-0.1315,,
-0.35261,-0.20085,,
-0.13287,-0.26197,,
0.12429,-0.3121,,
0.2345,-0.34849,,
0.12257,-0.37081,,
-0.13219,-0.37871,,
-0.32858,-0.37356,,
-0.25922,-0.35673,,
0.13802,-0.33235,,
0.68703,-0.3018,,
1.0764,-0.26849,,
1.086,-0.2321,,
0.75123,-0.19364,,
0.31519,-0.15382,,
0.0017167,-0.11227,,
-0.18266,-0.069355,,
-0.4072,-0.025407,,
-0.78454,0.021287,,
-1.1801,0.066952,,
-1.2776,0.10918,,
-0.86625,0.14523,,
-0.086179,0.17133,,
0.59158,0.18472,,
0.6987,0.18369,,
0.16171,0.16755,,
-0.59844,0.13871,,
-0.98848,0.098539,,
-0.73132,0.050471,,
-0.069355,-0.0020601,,
0.48102,-0.054935,,
0.58711,-0.10506,,
0.36291,-0.14867,,
0.20875,-0.18472,,
0.4151,-0.2115,,
0.89166,-0.22901,,
1.2566,-0.23759,,
1.1711,-0.23622,,
0.62282,-0.22489,,
-0.065922,-0.20326,,
-0.4927,-0.17201,,
-0.50128,-0.13116,,
-0.29871,-0.081715,,
-0.25167,-0.027811,,
-0.53252,0.026094,,
-0.96307,0.077939,,
-1.1969,0.12257,,
-1.0424,0.15759,,
-0.60428,0.17785,,
-0.14386,0.18266,,
0.16583,0.16892,,
0.34334,0.13905,,
0.51673,0.095449,,
0.76909,0.041201,,
1.0709,-0.017854,,
1.3236,-0.077939,,
1.4444,-0.13253,,
1.3888,-0.17785,,
1.1334,-0.20978,,
0.67535,-0.22592,,
0.084462,-0.22386,,
-0.46042,-0.20463,,
-0.74505,-0.16892,,
-0.67844,-0.12017,,
-0.38626,-0.062832,,
-0.11502,-0.0034334,,
-0.041201,0.053218,,
-0.13287,0.10403,,
-0.20841,0.14592,,
-0.11605,0.17442,,
0.10918,0.18918,,
0.25648,0.18952,,
0.10918,0.17785,,
-0.37047,0.15759,,
-0.99432,0.13047,,
-1.4822,0.099569,,
-1.6237,0.067295,,
-1.36,0.033304,,
-0.78351,-0.0027467,,
-0.10678,-0.041888,,
0.37527,-0.085492,,
0.40892,-0.1339,,
-0.066608,-0.18712,,
-0.83672,-0.24343,,
-1.5056,-0.29974,,
-1.7222,-0.35502,,
-1.3909,-0.40652,,
-0.73956,-0.45287,,
-0.19021,-0.4927,,
-0.083432,-0.52634,,
-0.43364,-0.55347,,
-0.90093,-0.57578,,
-1.0359,-0.59467,,
-0.629,-0.61115,,
0.11639,-0.62729,,
0.73269,-0.64205,,
0.8429,-0.65372,,
0.43261,-0.66025,,
-0.16824,-0.65853,,
-0.53321,-0.6472,,
-0.4436,-0.62488,,
-0.016824,-0.59329,,
0.39828,-0.55175,,
0.48102,-0.50197,,
0.15347,-0.44531,,
-0.39278,-0.38386,,
-0.8326,-0.32102,,
-0.89647,-0.25819,,
-0.51364,-0.20017,,
0.13013,-0.14832,,
0.68462,-0.10506,,
0.82574,-0.070042,,
0.45355,-0.043604,,
-0.26472,-0.026094,,
-1.0002,-0.014077,,
-1.4578,-0.0078969,,
-1.522,-0.0061802,,
-1.2741,-0.0092702,,
-0.88136,-0.01751,,
-0.44875,-0.030901,,
0.01339,-0.050471,,
0.49338,-0.078282,,
0.88136,-0.11296,,
1.0132,-0.15485,,
0.82059,-0.2012,,
0.44772,-0.24755,,
0.17648,-0.29081,,
0.19536,-0.32789,,
0.40961,-0.35193,,
0.49579,-0.36051,,
0.17751,-0.35193,,
-0.50128,-0.32755,,
-1.1705,-0.28909,,
-1.4019,-0.24034,,
-1.0081,-0.18609,,
-0.15656,-0.13253,,
0.75295,-0.083775,,
1.3184,-0.044634,,
1.327,-0.01648,,
0.83226,0.00068668,,
0.12189,0.0092702,,
-0.41476,0.010987,,
-0.48789,0.0065235,,
-0.074505,0.0013734,,
0.55724,-0.0013734,,
1.0273,0.00034334,,
1.1145,0.0058368,,
0.91501,0.01648,,
0.73338,0.031931,,
0.81029,0.052188,,
1.1296,0.075535,,
1.4767,0.10094,,
1.6419,0.12738,,
1.5395,0.15622,,
1.1777,0.18815,,
0.61149,0.22214,,
-0.026781,0.25854,,
-0.49956,0.29596,,
-0.5593,0.33338,,
-0.13562,0.37012,,
0.58025,0.40308,,
1.2257,0.42883,,
1.497,0.446,,
1.3366,0.4563,,
0.96616,0.45973,,
0.69424,0.45664,,
0.65132,0.44669,,
0.67947,0.43158,,
0.50025,0.41441,,
-0.00068668,0.39896,,
-0.62969,0.3866,,
-1.0317,0.37699,,
-0.97028,0.37012,,
-0.48411,0.36188,,
0.17613,0.3509,,
0.7399,0.33476,,
1.0486,0.31244,,
1.0774,0.2836,,
0.89956,0.24755,,
0.63141,0.20841,,
0.38935,0.16789,,
0.24377,0.12738,,
0.21871,0.091672,,
0.2963,0.065235,,
0.4151,0.049785,,
0.45973,0.045321,,
0.30111,0.050815,,
-0.097852,0.063518,,
-0.59467,0.083775,,
-0.92016,0.10712,,
-0.8714,0.1315,,
-0.47416,0.15279,,
0.040171,0.16858,,
0.43398,0.17716,,
0.65166,0.17682,,
0.82402,0.16824,,
1.074,0.15279,,
1.3332,0.1315,,
1.3535,0.10781,,
0.93801,0.084119,,
0.17716,0.062488,,
-0.54454,0.046694,,
-0.80514,0.040171,,
-0.4539,0.043604,,
0.27776,0.055278,,
0.95655,0.072102,,
1.2556,0.091329,,
1.1602,0.11159,,
0.94282,0.13219,,
0.93217,0.1521,,
1.2422,0.16995,,
1.67,0.18403,,
1.8599,0.19639,,
1.6185,0.20875,,
1.087,0.22386,,
0.62282,0.24206,,
0.48652,0.26403,,
0.61252,0.28875,,
0.65407,0.31622,,
0.27639,0.34643,,
-0.53493,0.37596,,
-1.3957,0.40514,,
-1.7689,0.43021,,
-1.3771,0.44909,,
-0.4563,0.45767,,
0.39313,0.45424,,
0.67295,0.43467,,
0.3636,0.39999,,
-0.1085,0.35193,,
-0.27296,0.29081,,
0.00068668,0.22111,,
0.45802,0.14558,,
0.75089,0.070042,,
0.74265,-0.00034334,,
0.57372,-0.060428,,
0.47965,-0.10712,,
0.54454,-0.13768,,
0.61149,-0.15244,,
0.42162,-0.15107,,
-0.12669,-0.13493,,
-0.8223,-0.10609,,
-1.2614,-0.067982,,
-1.1646,-0.022661,,
-0.60668,0.023347,,
0.045664,0.066952,,
0.42506,0.10266,,
0.40068,0.12841,,
0.097166,0.14214,,
-0.26403,0.14317,,
-0.51124,0.13219,,
-0.56892,0.11124,,
-0.45561,0.081715,,
-0.27536,0.047381,,
-0.18643,0.010644,,
-0.31553,-0.026094,,
-0.66849,-0.060772,,
-1.0856,-0.093732,,
-1.291,-0.12395,,
-1.0589,-0.15347,,
-0.43398,-0.18403,,
0.19982,-0.21699,,
0.366,-0.25167,,
-0.090299,-0.28772,,
-0.8017,-0.32377,,
-1.1268,-0.35845,,
-0.6702,-0.39107,,
0.38626,-0.42059,,
1.407,-0.44463,,
1.784,-0.46282,,
1.3627,-0.47209,,
0.50471,-0.47072,,
-0.21871,-0.4563,,
-0.44669,-0.43124,,
-0.23416,-0.39622,,
0.076222,-0.34952,,
0.17373,-0.29218,,
0.017854,-0.22867,,
-0.16824,-0.16171,,
-0.11983,-0.094762,,
0.23759,-0.031244,,
0.73235,0.025751,,
1.099,0.073475,,
1.2086,0.11227,,
1.1299,0.14146,,
0.99706,0.16446,,
0.83226,0.17991,,
0.55553,0.19261,,
0.16583,0.20498,,
-0.13871,0.21734,,
-0.085492,0.23244,,
0.37527,0.2503,,
0.92153,0.26884,,
1.0637,0.28635,,
0.57304,0.30248,,
-0.25545,0.31828,,
-0.79037,0.33235,,
-0.58437,0.34231,,
0.23382,0.34884,,
1.0616,0.35055,,
1.3102,0.34815,,
0.85458,0.34128,,
0.071072,0.33373,,
-0.48823,0.32446,,
-0.48686,0.31484,,
0.022661,0.30386,,
0.67776,0.29287,,
1.0283,0.28223,,
0.79312,0.27158,,
0.057338,0.26334,,
-0.73441,0.25682,,
-1.0547,0.25201,,
-0.6781,0.24686,,
0.13974,0.24103,,
0.85492,0.23279,,
1.0287,0.2218,,
0.60256,0.20841,,
-0.12429,0.1933,,
-0.72239,0.17751,,
-0.88136,0.16,,
-0.5442,0.14249,,
